File Name,Root Directory,File Size (MB),File Size (GB)
Y:\Library\TV NAS\Gordon Ramsay Uncharted\Season 1\Gordon.Ramsay.Uncharted.S01E02.1080p.WEBDL.h264-AJP69.mkv,Y:\Library\TV NAS\Gordon Ramsay Uncharted\Season 1,2034.77,1.99
Y:\Library\TV NAS\Gordon Ramsay Uncharted\Season 1\Gordon.Ramsay.Uncharted.S01E04.1080p.WEBDL.h264-AJP69.mkv,Y:\Library\TV NAS\Gordon Ramsay Uncharted\Season 1,2056.1,2.01
Y:\Library\TV NAS\Growing Floret\Season 01\Growing.Floret.S01E01.Groundwork.1080p.DSCP.WEB-DL.AAC2.0.x264-THM.mkv,Y:\Library\TV NAS\Growing Floret\Season 01,1761.67,1.72
Y:\Library\TV NAS\Growing Floret\Season 01\Growing.Floret.S01E02.Crossroads.1080p.WEBRip.x264-KOMPOST.mkv,Y:\Library\TV NAS\Growing Floret\Season 01,1601.83,1.56
Y:\Library\TV NAS\Growing Floret\Season 01\Growing.Floret.S01E03.Community.1080p.WEBRip.x264-KOMPOST.mkv,Y:\Library\TV NAS\Growing Floret\Season 01,1570,1.53
Y:\Library\TV NAS\Growing Floret\Season 01\Growing.Floret.S01E04.Sanctuary.1080p.WEBRip.x264-KOMPOST.mkv,Y:\Library\TV NAS\Growing Floret\Season 01,1651.6,1.61
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e01.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1489.72,1.45
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e02.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1487.93,1.45
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e03.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1489.17,1.45
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e04.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1490.25,1.46
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e05.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1489.32,1.45
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e06.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1489.94,1.46
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e07.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1489.32,1.45
Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS\key.and.peele.s01e08.1080p.bluray.x264-nodlabs.mkv,Y:\Library\TV NAS\Key & Peele\Key.and.Peele.S01-S05.1080p.x264-MIXED\Key.and.Peele.S01.1080p.BluRay.x264-NODLABS,1488.78,1.45
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x01 - Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1385.24,1.35
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x02 - The Return of Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1382.22,1.35
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x03 - The Curse of Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1234.59,1.21
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x04 - Mr. Bean Goes to Town.mkv,Y:\Library\TV NAS\Mr.Bean,1323.72,1.29
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x05 - The Trouble with Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1356.93,1.33
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x07 - Merry Christmas Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1395.52,1.36
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x08 - Mr. Bean in Room 426.mkv,Y:\Library\TV NAS\Mr.Bean,1342.43,1.31
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x09 - Do-It-Yourself Mr. Bean.mkv,Y:\Library\TV NAS\Mr.Bean,1372.34,1.34
"Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x12 - Tee Off, Mr. Bean.mkv",Y:\Library\TV NAS\Mr.Bean,1372.36,1.34
Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x14 - Hair by Mr. Bean of London.mkv,Y:\Library\TV NAS\Mr.Bean,1444.56,1.41
Y:\Library\TV NAS\Point of View a Designer Profile\Breaking New Ground Expanding the Silos\Season 01\Breaking.New.Ground.Expanding.the.Silos.S01E01.Expanding.the.Silos.1080p.DSCP.WEB-DL.AAC2.0.x264-THM.mkv,Y:\Library\TV NAS\Point of View a Designer Profile\Breaking New Ground Expanding the Silos\Season 01,1646.63,1.61
Y:\Library\TV NAS\Poker Face\Season 2\Poker.Face.2023.S02E06.1080p.WEB.H264-SuccessfulCrab.mkv,Y:\Library\TV NAS\Poker Face\Season 2,2589.75,2.53
Y:\Library\TV NAS\Saturday Night Live\Season 46\Saturday.Night.Live.S46E00.A.Saturday.Night.Live.Christmas.Special.1080p.HEVC.x265-MeGusta[eztv.re].mkv,Y:\Library\TV NAS\Saturday Night Live\Season 46,0,0
Y:\Library\TV NAS\Saturday Night Live\Season 46\Saturday.Night.Live.S46E06.Dave.Chappelle.1080p.WEB.h264-KOGi\Saturday.Night.Live.S46E06.Dave.Chappelle.1080p.WEB.h264-KOGi.mkv,Y:\Library\TV NAS\Saturday Night Live\Season 46\Saturday.Night.Live.S46E06.Dave.Chappelle.1080p.WEB.h264-KOGi,3852.22,3.76
Y:\Library\TV NAS\Saturday Night Live\Specials\Saturday Night Live - S00E600 - A Saturday Night Live Thanksgiving (2020).mkv,Y:\Library\TV NAS\Saturday Night Live\Specials,4693.4,4.58
Y:\Library\TV NAS\Severance (2022)\Season 2\Severance.S02E10.Cold.Harbor.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Severance (2022)\Season 2,1424.95,1.39
Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S01E01.A.Study.in.Pink.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy,1690.86,1.65
Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S01E02.The.Blind.Banker.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy,1599,1.56
Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S01E03.The.Great.Game.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S01 WEBRip EAC3 5 1 1080p x265-iVy,1675.92,1.64
Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S02E01.A.Scandal.in.Belgravia.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy,1329.92,1.3
Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S02E02.The.Hounds.of.Baskerville.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy,1695.43,1.66
Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S02E03.The.Reichenbach.Fall.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S02 WEBRip EAC3 5 1 1080p x265-iVy,1412.99,1.38
Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S03E01.The.Empty.Hearse.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy,1563.65,1.53
Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S03E02.The.Sign.of.Three.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy,1658.17,1.62
Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S03E03.His.Last.Vow.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S03 WEBRip EAC3 5 1 1080p x265-iVy,1751.66,1.71
Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S04E01.The.Six.Thatchers.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy,1338.89,1.31
Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S04E02.The.Lying.Detective.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv,Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy,1257.22,1.23
Y:\Library\TV NAS\Shogun\Season 1\Shogun.S01E01.Anjin.1080p.WEBRip.DDP.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Shogun\Season 1,1281.91,1.25
Y:\Library\TV NAS\Squid Game\Season 1\Squid.Game.S01E01.[Dual-Audio].Red.Light.Green.Light.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 1,0,0
Y:\Library\TV NAS\Squid Game\Season 1\Squid.Game.S01E02.[Dual-Audio].Hell.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 1,0,0
Y:\Library\TV NAS\Squid Game\Season 1\Squid.Game.S01E06.[Dual-Audio].Gganbu.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 1,0,0
Y:\Library\TV NAS\Squid Game\Season 2\Squid.Game.S02E01.[Dual-Audio].Bread.and.Lottery.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 2,0,0
Y:\Library\TV NAS\Squid Game\Season 2\Squid.Game.S02E03.[Dual-Audio].001.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 2,0,0
Y:\Library\TV NAS\Squid Game\Season 2\Squid.Game.S02E04.[Dual-Audio].Six.Legs.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 2,0,0
Y:\Library\TV NAS\Squid Game\Season 2\Squid.Game.S02E05.[Dual-Audio].One.More.Game.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 2,0,0
Y:\Library\TV NAS\Squid Game\Season 2\Squid.Game.S02E07.[Dual-Audio].Friend.or.Foe.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 2,0,0
Y:\Library\TV NAS\Squid Game\Season 3\Squid.Game.S03E02.[Dual-Audio].The.Starry.Night.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 3,0,0
Y:\Library\TV NAS\Squid Game\Season 3\Squid.Game.S03E03.[Dual-Audio].Its.Not.Your.Fault.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 3,0,0
Y:\Library\TV NAS\Squid Game\Season 3\Squid.Game.S03E04.[Dual-Audio].222.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 3,0,0
Y:\Library\TV NAS\Squid Game\Season 3\Squid.Game.S03E05.[Dual-Audio].○.△.□.1080p.WEBRip.AAC.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\Squid Game\Season 3,0,0
Y:\Library\TV NAS\Ted\Season 2\ted.S02E01.Talk.Dirty.to.Me.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2362.58,2.31
Y:\Library\TV NAS\Ted\Season 2\ted.S02E02.Mrs.Robicheck.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2288.16,2.23
Y:\Library\TV NAS\Ted\Season 2\ted.S02E03.Dungeons.and.Dealers.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2185.78,2.13
Y:\Library\TV NAS\Ted\Season 2\ted.S02E04.The.Moms.Bombed.Rom-Com.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2565.43,2.51
Y:\Library\TV NAS\Ted\Season 2\ted.S02E05.The.Sword.in.the.Stoned.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2317.38,2.26
Y:\Library\TV NAS\Ted\Season 2\ted.S02E06.Roe.v.Weed.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2209.16,2.16
Y:\Library\TV NAS\Ted\Season 2\ted.S02E07.Susan.Is.the.New.Black.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2314.81,2.26
Y:\Library\TV NAS\Ted\Season 2\ted.S02E08.Fraudcast.News.1080p.AMZN.WEB-DL.DDP5.1.H.264-Draken02.mkv,Y:\Library\TV NAS\Ted\Season 2,2307.4,2.25
Y:\Library\TV NAS\The Bear (2022)\Season 2\The.Bear.S02E06.1080p.WEBRip.6CH.HEVC.x265-RMTEAM.mkv,Y:\Library\TV NAS\The Bear (2022)\Season 2,1413.24,1.38
Y:\Library\TV NAS\The Beatles Get Back\Season 1\The Beatles Get Back (2021) S01E01 (1080p DSNP WEB-DL MKEDLQ 1500).mkv,Y:\Library\TV NAS\The Beatles Get Back\Season 1,1939.52,1.89
Y:\Library\TV NAS\The Beatles Get Back\Season 1\The Beatles Get Back (2021) S01E02 (1080p DSNP WEB-DL MKEDLQ 1500).mkv,Y:\Library\TV NAS\The Beatles Get Back\Season 1,2142.98,2.09
Y:\Library\TV NAS\The Beatles Get Back\Season 1\The Beatles Get Back (2021) S01E03 (1080p DSNP WEB-DL MKEDLQ 1500).mkv,Y:\Library\TV NAS\The Beatles Get Back\Season 1,1707.61,1.67
Y:\Library\TV NAS\The Courage to Run With Chip Gaines Gabe Grunewald\Season 01\The.Courage.to.Run.With.Chip.Gaines.Gabe.Grunewald.S01E01.The.Courage.to.Run.1080p.DSCP.WEB-DL.AAC2.0.x264-THM.mkv,Y:\Library\TV NAS\The Courage to Run With Chip Gaines Gabe Grunewald\Season 01,1749.64,1.71
Y:\Library\TV NAS\The IT Crowd\Specials\The.IT.Crowd.S00E04.The.Internet.Is.Coming.1080p.WebDL.x265-Panda.mkv,Y:\Library\TV NAS\The IT Crowd\Specials,1447.4,1.41
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S01.x265-Cyan\The.IT.Crowd.S01E02.Calamity.Jen.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S01.x265-Cyan,1251.67,1.22
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan\The.IT.Crowd.S04E01.Jen.the.Fredo.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan,1295.87,1.27
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan\The.IT.Crowd.S04E02.The.Final.Countdown.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan,1378.53,1.35
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan\The.IT.Crowd.S04E03.Something.Happened.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan,1351.1,1.32
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan\The.IT.Crowd.S04E04.Italian.for.Beginners.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan,1234.88,1.21
Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan\The.IT.Crowd.S04E05.Bad.Boys.1080p.DvDrip.AI.Upscale.x265-Cyan.mkv,Y:\Library\TV NAS\The IT Crowd\The.IT.Crowd.1080p.AI.Upscale.S04.x265-Cyan,1356.8,1.32
Y:\Library\TV NAS\The Last of Us\Season 1\The.Last.of.Us.S01E06.Kin.1080p.WEBRip.DDP.5.1.x265.10bit.RED.mkv,Y:\Library\TV NAS\The Last of Us\Season 1,1291.64,1.26
Y:\Library\TV NAS\The Last of Us\Season 2\The.Last.of.Us.S02E02.Through.the.Valley.1080p.MAX.WEB-DL.DDP5.1.Atmos.H.264-FLUX.mkv,Y:\Library\TV NAS\The Last of Us\Season 2,2453.55,2.4
Y:\Library\TV NAS\The Studio (2025)\Season 1\The.Studio.2025.S01E09.2160p.WEB.H265-SuccessfulCrab.mkv,Y:\Library\TV NAS\The Studio (2025)\Season 1,5478.75,5.35
Y:\Library\TV NAS\The White Lotus\Season 3\The.White.Lotus.S03E08.1080p.x265-ELiTE.mkv,Y:\Library\TV NAS\The White Lotus\Season 3,1651.42,1.61
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E03.Cubicle.Boss.Pimp.Pun.Disaster.Whiskey.Super.Size.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1477.12,1.44
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E04.Scaring.Babies.Funeral.Request.Opposite.Day.Lawyer.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1464.11,1.43
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E06.Slow.Jerk.Bigfoot.Race.War.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1491.73,1.46
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E07.Dear.Black.People.Accidental.Puke.Gallon.of.PCP.Kool.Aid.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1380.34,1.35
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E08.Acting.Class.Pie.Demon.Ouija.Board.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1457.89,1.42
Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1\The.Whitest.Kids.U.Know.S01E09.Glory.Hole.Attention.Guy.Tattoo.Parlor.1080p.AMZN.WEB-DL.DDP2.0.H.264-Kitsune.mkv,Y:\Library\TV NAS\The Whitest Kids U'Know\The Whitest Kids U'Know - Season 1,1379.62,1.35
Y:\Library\TV NAS\Top Gear UK\Season 10\TOP GEAR VIETNAM SPECIAL 1080p WEBRip AAC 2.0){NO Grp].mkv,Y:\Library\TV NAS\Top Gear UK\Season 10,2408.85,2.35
Y:\Library\TV NAS\Top Gear UK\Season 12\TOP GEAR VIETNAM SPECIAL 1080p WEBRip AAC 2.0){NO Grp].mkv,Y:\Library\TV NAS\Top Gear UK\Season 12,2408.85,2.35
Y:\Library\TV NAS\Top Gear UK\Top.Gear.S22\Top.Gear.S22E01.HDTV-720p.AC3.x264.mkv,Y:\Library\TV NAS\Top Gear UK\Top.Gear.S22,1693.77,1.65
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E01 - Afro Ninja - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E02 - Miss Teen South Carolina - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E03 - News Puke Kid - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E04 - Take a Tumble - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E05 - Chris Crocker - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E06 - Balloon Guy Bill - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E07 - Worst Best Man - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E08 - “Why Must I Cry!” - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E09 - Dizzy Dunk - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 1\Tosh.0 - S01E10 - Skateboard Girl - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 1,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E10 - The LARPer - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E11 - Look at This Horse Guy - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E12 - “What What (In the Butt)” (Remix) - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E13 - Stuck in an Elevator - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E14 - Cartwheeling Goalie - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E15 - Looking for a Girlfriend - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E16 - WoW Freakout - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E17 - Worst Comedian Ever - [x264-Bluray-1080p AC3-5.1]aAF (1).mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E18 - Bad Weatherman - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E19 - Peter Pan Girls - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E20 - Angry Black Preacher - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E21 - “American Idol” Girls - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
